ID,Name,Breakfast,Cooking time in minutes,Cooking time,Serving type,Servings,Calories,Protein,Fat,Carbs,Difficulty,Spicy,Ingredients,Types,Weights,URL,Picture URL
182,Кесадилья с курицей и сыром,1,30,30 минут,Порции,2,129.7,10.27,5.92,13.17,1,2,[294 152 198 451 427 140 280 271 488 486 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[300.0, 200.0, 175.0, 120.0, 100.0, 30.0, 7.5, 17.0, 5.0, 0, 0]",https://food.ru/recipes/190195,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zcmRZZU4uanBlZw.jpg
183,Пшенная каша с яйцо и сыром,1,25,25 минут,Порция,1,183.51,7.8,9.48,17.07,1,0,[310 244 390 199 433 373 337],"['г', 'г', 'по вкусу', 'г', 'г', 'г', 'по желанию']","[80.0, 200.0, 0, 60.0, 30.0, 20.0, 0]",https://food.ru/recipes/190196,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9GeDhtZjcuanBlZw.jpg
184,Печенье «Пальчики»,0,45,45 минут,Порций,6,250.85,8.58,5.98,42.92,2,0,[308 199 337 311 338],"['г', 'г', 'г', 'г', 'г']","[130.0, 300.0, 162.0, 5.0, 8.0]",https://food.ru/recipes/190197,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC90Q2h1N3EuanBlZw.jpg
185,Котлеты с сыром,0,60,1 час ,Штук,6,196.25,22.73,10.16,3.38,2,1,[464 351 199 315 293 390 486],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[300.0, 300.0, 60.0, 40.0, 100.0, 3.3, 1.65]",https://food.ru/recipes/190198,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80Und6TGMuanBlZw.jpg
186,«Жареное молоко»,1,180,3 часа ,Порций,5,205.91,3.89,8.75,29.22,3,0,[243 337 308 190 199 291  88 372 247 338 509 260 338 509 260],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по желанию', 'по желанию', 'по вкусу', 'по желанию', 'по желанию']","[500.0, 100.0, 100.0, 90.0, 60.0, 51.0, 17.0, 5.0, 2.0, 0, 0, 0, 0, 0, 0]",https://food.ru/recipes/190199,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zcFNBeHouanBlZw.jpg
187,Пикантный хот-дог с сосиской и дижонской горчицей,0,10,10 минут,Порции,2,228.95,7.29,6.32,31.28,1,0,[317 391 136 221  82 294  34 488 314 340],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[1000.0, 120.0, 10.0, 16.0, 16.0, 80.0, 150.0, 5.0, 17.0, 8.0]",https://food.ru/recipes/190200,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS83S0pmckouanBlZw.jpg
188,Говядина по-грузински,0,180,3 часа ,Порции,3,133.13,11.13,5.13,10.31,2,3,[464 294  34 280 488 315 212 448 291 473 390 412 140  78 180],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г', 'г']","[400.0, 320.0, 75.0, 7.5, 10.0, 80.0, 60.0, 70.0, 34.0, 1.5, 5.0, 5.0, 0, 200.0, 37.5]",https://food.ru/recipes/190201,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9UYUdMZVMuanBlZw.jpg
189,Кружевные блины на заварном тесте,1,40,40 минут,Порции,3,158.37,4.58,7.75,18.03,1,0,[510 243  33  63 337 390 383 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[120.0, 200.0, 120.0, 200.0, 35.0, 5.0, 1.25, 35.0]",https://food.ru/recipes/190202,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zQVhiZkouanBlZw.jpg
190,Вкусная картошка за 20 минут,0,30,30 минут,Порция,1,549.17,3.42,55.92,8.07,1,0,[132 399 291 221 488 285],"['по желанию', 'по вкусу', 'по вкусу', 'г', 'г', 'по вкусу']","[0, 0, 0, 75.0, 15.0, 0]",https://food.ru/recipes/190203,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80R0hyazkuanBlZw.jpg
191,Быстрые маринованные вешенки,0,160,2 часа 40 минут,Порции,3,37.62,0.66,2.38,3.59,2,2,[ 62  54 408 390 337 314 488 205 485 180],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[1000.0, 350.0, 30.0, 30.0, 25.0, 34.0, 10.0, 1.0, 3.0, 0]",https://food.ru/recipes/190204,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9YWlplREQuanBlZw.jpg
192,Печенье на пиве,0,85,1 час 25 минут,Порций,6,402.99,7.41,20.15,47.57,2,0,[308 264 372 439 337 389 247],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[130.0, 50.0, 70.0, 45.0, 50.0, 25.0, 2.0]",https://food.ru/recipes/190205,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9hSHlTRUguanBlZw.jpg
193,Манник на молоке в мультиварке,1,120,2 часа ,Порций,6,295.31,6.2,13.21,38.81,2,1,[243 228 308 337 199 314 372 311 497 338],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[250.0, 200.0, 150.0, 120.0, 120.0, 85.0, 20.0, 5.0, 0, 0]",https://food.ru/recipes/190206,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zR0UzNmYuanBlZw.jpg
194,Банановый кекс,1,70,1 час 10 минут,Порций,8,224.38,4.84,7.43,32.71,2,0,[ 17 308 199 337 314 440 311 470 509],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию']","[600.0, 300.0, 180.0, 100.0, 70.0, 54.0, 10.0, 0, 0]",https://food.ru/recipes/190207,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zaFZzTnAuanBlZw.jpg
195,Купаты с картошкой в духовке,0,80,1 час 20 минут,Порции,4,184.09,5.37,13.98,9.29,2,1,[132 192 379 449 488 390 486 473 296 335],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'по желанию', 'по желанию']","[500.0, 340.0, 50.0, 30.0, 10.0, 0, 0, 0, 0, 0]",https://food.ru/recipes/190209,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zTkNiS2guanBlZw.jpg
196,Фасолевый суп с курицей,0,470,7 часов 50 минут,Порции,4,55.84,3.46,2.59,5.15,2,2,[201  62  21 315 252 446 132 291 372 390 486 205],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[250.0, 1200.0, 80.0, 80.0, 90.0, 60.0, 120.0, 17.0, 5.0, 5.0, 2.5, 2.0]",https://food.ru/recipes/190210,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zY3JjS1UuanBlZw.jpg
197,Салат с морепродуктами и крабовыми палочками,0,16,16 минут,Порции,3,183.55,14.06,12.27,4.07,1,0,[148 510 171 268 221],"['г', 'г', 'г', 'г', 'г']","[200.0, 120.0, 100.0, 100.0, 75.0]",https://food.ru/recipes/190212,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80VEF0dHouanBlZw.jpg
198,Пельмени «Боярские» с чесночным соусом,0,40,40 минут,Порция,1,239.44,12.91,14.08,14.44,1,1,[352 300 488 380 486],"['г', 'г', 'г', 'г', 'по вкусу']","[500.0, 300.0, 15.0, 75.0, 0]",https://food.ru/recipes/190213,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9jenNOaGQuanBlZw.jpg
199,Суп из томатной пасты,0,20,20 минут,Порции,4,126.69,2.23,10.18,6.85,2,1,[446  62 366 390 304 273 425 486 493 314 427],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[120.0, 200.0, 400.0, 5.0, 1.0, 1.5, 0.75, 1.25, 30.0, 17.0, 0]",https://food.ru/recipes/190214,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9uVjQ4ZEcuanBlZw.jpg
200,Домашнее печенье на пиве,0,110,1 час 50 минут,Порции,4,399.1,4.96,20.62,48.58,2,0,[308 372 343 337 383 408],"['г', 'г', 'г', 'г', 'г', 'г']","[130.0, 70.0, 36.0, 50.0, 1.0, 1.25]",https://food.ru/recipes/190216,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9qcHJMaEMuanBlZw.jpg
201,Шарлотка с курагой и бананом к чаю,0,90,1 час 30 минут,Порции,4,123.17,3.63,2.29,21.97,1,0,[308 510 337 502  17 193 165 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[130.0, 240.0, 100.0, 750.0, 150.0, 15.0, 4.0, 0]",https://food.ru/recipes/190217,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9MVWtDQ3kuanBlZw.jpg
202,Очень пышные оладьи,1,85,1 час 25 минут,Порций,6,271.03,6.03,14.86,28.25,2,0,[308 244 199  62 414 337 390 291 379 338 509 260],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию', 'по желанию', 'по желанию']","[130.0, 70.0, 60.0, 72.0, 4.0, 25.0, 2.5, 51.0, 0, 0, 0, 0]",https://food.ru/recipes/190219,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9hak1zblouanBlZw.jpg
203,Нежные ванильные блинчики,1,30,30 минут,Порция,1,128.46,5.09,4.14,16.61,1,0,[138 390 510  42 383 308 314 453 507],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[500.0, 1.0, 60.0, 2.0, 2.0, 150.0, 17.0, 0, 5.0]",https://food.ru/recipes/190221,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zZ1JBRWguanBlZw.jpg
204,Бефстроганов классический,0,90,1 час 30 минут,Порции,4,149.99,11.04,9.89,4.22,1,0,[464 315 379 446 308 314 390 486  62 285],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[400.0, 200.0, 150.0, 50.0, 20.0, 60.0, 10.0, 2.5, 300.0, 20.0]",https://food.ru/recipes/190222,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9abU5kcmouanBlZw.jpg
205,Салат «Дайкон»,0,15,15 минут,Порции,2,40.35,1.42,1.46,5.6,1,1,[ 80 268 180 254 380 320],"['г', 'г', 'г', 'г', 'г', 'г']","[250.0, 200.0, 37.5, 2.0, 50.0, 15.0]",https://food.ru/recipes/190223,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC91bjJnZGsuanBlZw.jpg
206,Смузи из облепихи с медом и орехами,0,30,30 минут,Порции,2,78.84,0.88,1.3,15.44,1,0,[262  17 502 239 337  75],"['г', 'г', 'г', 'г', 'г', 'г']","[150.0, 300.0, 500.0, 14.0, 20.0, 2.0]",https://food.ru/recipes/190224,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zcmlNdWUuanBlZw.jpg
207,Драники с соусом из хрена и сметаны,1,30,30 минут,Порции,2,138.65,3.61,7.3,14.72,1,1,[132 199 390 486 308 314 379 474 458],"['г', 'г', 'по вкусу', 'по желанию', 'г', 'г', 'г', 'г', 'г']","[360.0, 60.0, 0, 0, 25.0, 20.0, 50.0, 6.0, 10.0]",https://food.ru/recipes/190225,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zOG42aUQuanBlZw.jpg
208,"Закусочное пирожное из свеклы, творожного сыра, корнишонов и зерен граната",0,10,10 минут,Порция,1,107.76,2.71,6.27,9.05,1,0,[ 47 438 387 107 285],"['г', 'г', 'г', 'г', 'г']","[120.0, 50.0, 6.0, 30.0, 10.0]",https://food.ru/recipes/190226,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80MjZnZTguanBlZw.jpg
209,Десерт «Чунга-чанга» с корицей,0,20,20 минут,Порции,2,175.65,4.53,6.57,24.6,1,0,[ 33 243 414 165 510  17 314  44],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 120.0, 1.0, 4.0, 60.0, 150.0, 17.0, 25.0]",https://food.ru/recipes/190227,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9pcTIzVUQuanBlZw.jpg
210,Домашняя морковь по-корейски,0,155,2 часа 35 минут,Порции,3,89.14,1.23,5.05,9.64,2,3,[252 315 488 337 390 408 291 301  76 340],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию']","[270.0, 26.4, 5.0, 10.0, 4.0, 5.0, 17.0, 5.0, 0, 0]",https://food.ru/recipes/190228,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC82NUpTbzIuanBlZw.jpg
211,Лепешка с отварным рисом и зеленью на сковороде,1,20,20 минут,Порция,1,323.1,3.88,20.6,30.82,1,0,[442 322 315 285 390 291],"['г', 'г', 'г', 'г', 'по вкусу', 'г']","[50.0, 30.0, 40.0, 20.0, 0, 34.0]",https://food.ru/recipes/190229,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC95WDRIN3QuanBlZw.jpg
212,Паровые котлеты в мультиварке,0,40,40 минут,Порции,4,187.4,15.34,9.57,9.1,2,1,[350 464 199 315 488  31 243 372 272 390 399 130],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по желанию']","[125.0, 125.0, 60.0, 80.0, 5.0, 25.0, 40.0, 30.0, 30.0, 0, 0, 0]",https://food.ru/recipes/190230,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zaXZOQmYuanBlZw.jpg
213,Запеченные баклажаны с сыром и аджикой,0,40,40 минут,Порции,2,106.66,4.29,9.8,4.94,1,0,[ 14 314   4 390 427 296],"['г', 'г', 'г', 'по вкусу', 'г', 'г']","[420.0, 34.0, 17.0, 0, 70.0, 80.0]",https://food.ru/recipes/190231,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zd1Fnb3cuanBlZw.jpg
214,Салат из красной капусты,0,15,15 минут,Порция,1,90.78,1.43,6.25,7.07,1,1,[177 154 180 221 390 270],"['г', 'г', 'г', 'г', 'г', 'г']","[300.0, 180.0, 37.5, 50.0, 2.0, 18.0]",https://food.ru/recipes/190233,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9qRHJqSGouanBlZw.jpg
215,"Салат с отварными креветками, сыром и помидором",0,10,10 минут,Порция,1,90.55,8.87,4.76,6.64,1,0,[ 49 212 427 294 205 485 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[100.0, 30.0, 30.0, 80.0, 2.0, 3.0, 10.0]",https://food.ru/recipes/190234,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8za0tSNnYuanBlZw.jpg
216,Быстрые оладьи из тыквы,1,35,35 минут,Порции,4,126.73,5.16,2.25,22.67,2,0,[199 308 390  44 257 314 455 379 455],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'г', 'по вкусу', 'по желанию']","[60.0, 100.0, 1.0, 8.0, 1.0, 0, 250.0, 0, 0]",https://food.ru/recipes/190236,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zc2o0M2cuanBlZw.jpg
217,Пирог с тыквой и творогом,0,60,1 час ,Порций,6,228.03,8.68,16.79,11.19,2,2,[372 308  62 228 455 274 434 271 488 444  64 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[120.0, 100.0, 90.0, 24.0, 500.0, 200.0, 80.0, 34.0, 20.0, 0, 0, 0]",https://food.ru/recipes/190237,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zRkpaOHQuanBlZw.jpg
218,"Курица в маринаде из томата, чеснока и смеси перцев",0,85,1 час 25 минут,Порция,1,154.75,12.68,10.68,2.07,1,1,[203 294   5 378 488],"['г', 'г', 'г', 'г', 'г']","[300.0, 80.0, 5.0, 2.0, 10.0]",https://food.ru/recipes/190238,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zNWFINEQuanBlZw.jpg
219,Морепродукты с томатами,0,30,30 минут,Порции,4,51.11,7.5,1.56,2.16,1,0,[ 96 296 390],"['г', 'г', 'по вкусу']","[200.0, 250.0, 0]",https://food.ru/recipes/190239,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9NS0RtanMuanBlZw.jpg
220,Бутерброд с творогом на зеленом салате,1,30,30 минут,Порция,1,251.12,6.38,18.88,13.69,1,1,[335 358 434 268 379 221  72 488 339],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г', 'по вкусу']","[20.0, 50.0, 40.0, 30.0, 50.0, 50.0, 0, 10.0, 0]",https://food.ru/recipes/190240,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS9LNExnOFkuanBlZw.jpg
221,Салат «Дон корнишон»,0,25,25 минут,Порция,1,180.24,13.64,14.83,2.28,1,0,[232 199 203 427 379 390],"['г', 'г', 'г', 'г', 'г', 'по вкусу']","[30.0, 60.0, 100.0, 30.0, 25.0, 0]",https://food.ru/recipes/190241,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9oMm01VHYuanBlZw.jpg
222,Щи из курицы,0,90,1 час 30 минут,Порций,6,44.36,2.32,2.27,3.76,3,1,[201  25 315 252 132 294 205 337 486 390 314  62 317 379],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию']","[300.0, 250.0, 160.0, 180.0, 360.0, 160.0, 1.0, 5.0, 2.5, 5.0, 34.0, 1500.0, 0, 0]",https://food.ru/recipes/190242,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9wTHdwV2YuanBlZw.jpg
223,Геркулесовая каша на молоке «Мечта»,1,25,25 минут,Порции,2,116.76,3.06,2.71,20.41,1,0,[479 353  62 143  17  75],"['г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[36.0, 90.0, 200.0, 45.0, 0, 0]",https://food.ru/recipes/190243,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS80UVg2VFEuanBlZw.jpg
224,Котлетки из кускуса с овощами и соусом песто,0,15,15 минут,Порция,1,207.07,8.59,3.17,32.73,1,1,[204 510 399 488 390 486 263 394],"['г', 'г', 'по вкусу', 'г', 'по вкусу', 'по вкусу', 'г', 'г']","[159.0, 60.0, 0, 5.0, 0, 0, 150.0, 8.0]",https://food.ru/recipes/190244,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9iRTJTZkcuanBlZw.jpg
225,Вкусный борщ с белой фасолью и курицей,0,80,1 час 20 минут,Порции,4,37.52,2.42,1.34,4.07,1,0,[ 21 132  47 195 126 252 315 291 399 390  62],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г']","[68.0, 300.0, 120.0, 200.0, 200.0, 45.0, 40.0, 34.0, 0, 0, 2000.0]",https://food.ru/recipes/190246,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80NXVkSjMuanBlZw.jpg
226,Кимчи из белокочанной капусты,0,750,12 часов 30 минут,Порции,4,50.79,1.47,0.54,10.53,2,3,[ 25   4 337  63 408],"['г', 'г', 'г', 'г', 'г']","[600.0, 100.0, 50.0, 36.0, 15.0]",https://food.ru/recipes/190247,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9TWXJESEsuanBlZw.jpg
227,Шампиньоны в соусе со свежей зеленью,0,20,20 минут,Порция,1,53.68,0.51,4.44,1.54,1,1,[155 182  62 458 372 486 390],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[50.0, 3.0, 200.0, 15.0, 15.0, 1.0, 0]",https://food.ru/recipes/190248,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9mUUJ0ZnQuanBlZw.jpg
228,Песочники,1,90,1 час 30 минут,Порций,8,442.7,5.83,25.71,47.48,2,0,[308 372 338 199 311 390  51 374 169],"['г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию', 'по желанию']","[292.5, 200.0, 125.0, 60.0, 5.0, 1.0, 0, 0, 0]",https://food.ru/recipes/190249,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zb3FleTQuanBlZw.jpg
229,Суп из маша,0,40,40 минут,Порций,6,29.32,1.02,0.91,4.55,2,3,[132 252 315 296 390 250 273 328  62 314 103  11],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[480.0, 90.0, 80.0, 200.0, 5.0, 1.0, 1.5, 1.0, 1500.0, 17.0, 200.0, 0]",https://food.ru/recipes/190250,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9nOFRtelkuanBlZw.jpg
230,"Свекла, запеченная в фольге",0,90,1 час 30 минут,Порции,3,108.24,3.96,6.9,7.37,2,1,[342 379 433 372 390 486 427 134],"['г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'по вкусу']","[400.0, 75.0, 50.0, 10.0, 0, 0, 0, 0]",https://food.ru/recipes/190252,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80VVpZZU0uanBlZw.jpg
231,Русская каша,1,70,1 час 10 минут,Порции,3,66.8,2.59,3.07,7.75,2,0,[ 76  62 199 315 494 314 390 372],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по желанию']","[200.0, 1200.0, 120.0, 80.0, 150.0, 34.0, 0, 0]",https://food.ru/recipes/190253,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9iSERiblcuanBlZw.jpg
232,Запеченный картофель со специями и дижонской горчицей,0,40,40 минут,Порции,4,77.01,2.05,0.48,16.12,1,1,[132 129 248 390 486 140   4],"['г', 'г', 'г', 'по вкусу', 'г', 'г', 'г']","[1080.0, 2.0, 1.5, 0, 2.5, 2.0, 8.5]",https://food.ru/recipes/190254,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9iVmVyd0ouanBlZw.jpg
233,Чечевица с тыквой,1,50,50 минут,Порции,2,57.32,1.62,3.22,6.63,2,1,[492  62 455  34 294 315 446 314 390 486 263],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[108.0, 250.0, 300.0, 150.0, 160.0, 80.0, 30.0, 34.0, 0, 0, 0]",https://food.ru/recipes/190255,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zWGpmNVcuanBlZw.jpg
