ID,Name,Breakfast,Cooking time in minutes,Cooking time,Serving type,Servings,Calories,Protein,Fat,Carbs,Difficulty,Spicy,Ingredients,Types,Weights,URL,Picture URL
248,Салат из дыни с курицей и соусом унаги,0,30,30 минут,Порция,1,77.04,4.42,1.69,10.87,1,0,[128  86 458 396],"['г', 'г', 'г', 'г']","[20.0, 50.0, 15.0, 10.0]",https://food.ru/recipes/190271,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9FSFhWcVAuanBlZw.jpg
249,Баклажаны с помидором и кефиром в горшочке,0,25,25 минут,Порция,1,34.4,1.73,0.91,4.8,1,0,[ 14 294 137 488],"['г', 'г', 'г', 'г']","[30.0, 80.0, 36.0, 5.0]",https://food.ru/recipes/190272,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkxNS8zRU15NUguanBlZw.jpg
250,Крабовый рулет с творожным сыром и копчеными колбасками,0,30,30 минут,Порция,1,225.92,8.42,18.22,5.78,1,0,[171 438 285 161],"['г', 'г', 'г', 'г']","[50.0, 30.0, 20.0, 30.0]",https://food.ru/recipes/190273,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zQXVNYUEuanBlZw.jpg
251,Соус к картофелю,0,25,25 минут,Порции,2,295.28,4.43,29.58,2.84,2,0,[221 388 199 488 390],"['г', 'г', 'г', 'г', 'по вкусу']","[100.0, 80.0, 60.0, 10.0, 0]",https://food.ru/recipes/190274,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zaVUyV00uanBlZw.jpg
252,Свекольно-сырная закуска,0,55,55 минут,Порция,1,203.41,16.41,17.94,12.27,1,0,[427 342 425],"['г', 'г', 'г']","[300.0, 260.0, 20.0]",https://food.ru/recipes/190275,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80QTRCejQuanBlZw.jpg
253,Тосты с помидором и сметаной,0,5,5 минут,Порция,1,153.13,4.02,7.76,16.45,1,0,[ 31 371 379 390],"['г', 'г', 'г', 'по вкусу']","[50.0, 60.0, 50.0, 0]",https://food.ru/recipes/190276,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zdjM2dEQuanBlZw.jpg
254,Розовая индейка с рисом,0,55,55 минут,Порция,1,117.19,5.84,5.56,7.3,1,0,[465  47 205 425 158],"['г', 'г', 'г', 'г', 'г']","[300.0, 500.0, 3.0, 10.0, 50.0]",https://food.ru/recipes/190277,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zMndXQWUuanBlZw.jpg
255,"Индейка с брокколи, картофелем и соусом унаги",0,55,55 минут,Порция,1,95.48,5.45,5.47,5.91,1,0,[132  28 465 399  36 240 396],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 80.0, 300.0, 10.0, 100.0, 200.0, 10.0]",https://food.ru/recipes/190278,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zdndqcnQuanBlZw.jpg
256,"Рис с морковью, кабачком и адыгейской солью",0,15,15 минут,Порция,1,125.71,2.85,0.25,27.7,1,0,[322 252 121   5],"['г', 'г', 'г', 'по вкусу']","[50.0, 90.0, 30.0, 0]",https://food.ru/recipes/190279,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9HcmdLS0UuanBlZw.jpg
257,Нежная каша из пшена с медом,1,50,50 минут,Порции,3,91.56,2.18,2.82,14.57,1,0,[243 215 372  62 337 310],"['г', 'г', 'г', 'г', 'г', 'г']","[600.0, 84.0, 20.0, 400.0, 25.0, 80.0]",https://food.ru/recipes/190280,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zYTROZkwuanBlZw.jpg
258,Шаверма «Богатырская»,0,25,25 минут,Порция,1,149.58,8.94,6.53,14.0,1,0,[198 291 252 303 126 421 427 381 289 307],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[55.0, 5.0, 90.0, 2.0, 35.0, 2.0, 5.0, 20.0, 36.0, 40.0]",https://food.ru/recipes/190281,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC8zWHJ2NVIuanBlZw.jpg
259,"Блюдо «Желтый тюльпан» с индейкой, грибами и сыром",0,60,1 час ,Порция,1,39.33,2.5,2.33,2.7,1,0,[ 90 116  62 390 155 294 315  85 221 427],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[150.0, 45.0, 280.0, 2.0, 25.0, 80.0, 40.0, 1.0, 16.0, 10.0]",https://food.ru/recipes/190282,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS9SWTJTVlQuanBlZw.jpg
260,Блины с маслом и сахаром на картофельном отваре,1,50,50 минут,Порции,4,146.82,4.99,5.76,18.32,1,0,[243  62 510 305 308 390 314],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[300.0, 250.0, 120.0, 100.0, 200.0, 0, 34.0]",https://food.ru/recipes/190283,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC85RFNuWEYuanBlZw.jpg
261,Банановый коктейль с яблочным соком и молоком,0,10,10 минут,Порции,2,81.35,2.17,1.69,14.67,1,0,[ 17 337 505 243],"['г', 'г', 'г', 'г']","[150.0, 25.0, 18.0, 300.0]",https://food.ru/recipes/190284,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC80QzlIaGMuanBlZw.jpg
262,"Салат «Фарадейя» с курицей, кукурузой и свежим огурцом",0,40,40 минут,Порции,3,55.83,3.82,2.18,5.45,1,0,[198  62 154 214 268 421 291 420 427 452 382],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[65.0, 350.0, 45.0, 5.0, 50.0, 2.0, 5.0, 3.0, 7.0, 40.0, 10.0]",https://food.ru/recipes/190285,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9WRkZkQkEuanBlZw.jpg
263,Жареная картошка с отварным яйцом и зеленым укропом,0,45,45 минут,Порции,2,130.3,2.48,7.14,14.27,1,0,[132 510 458 314 390 488],"['г', 'г', 'г', 'г', 'по вкусу', 'г']","[960.0, 60.0, 6.0, 68.0, 0, 5.0]",https://food.ru/recipes/190286,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80VTNFZmYuanBlZw.jpg
264,Полезный свекольный тост с зеленью и хреном,0,30,30 минут,Порция,1,229.64,7.22,7.73,32.84,1,0,[ 31 474  47 268 115 332],"['г', 'по вкусу', 'г', 'по вкусу', 'г', 'г']","[400.0, 0, 120.0, 0, 75.0, 14.0]",https://food.ru/recipes/190287,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMy80UlpTcVIuanBlZw.jpg
265,Шакшука с консервированной кукурузой и зеленью,1,20,20 минут,Порция,1,92.2,5.2,5.69,5.47,1,0,[199 372 315 178 296 154 340],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 3.0, 40.0, 7.0, 40.0, 30.0, 1.0]",https://food.ru/recipes/190288,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVmtFalouanBlZw.jpg
266,Нежное картофельное пюре с молоком и сливочным маслом,0,40,40 минут,Порции,4,366.82,1.94,5.47,14.3,1,0,[132 245 372 390],"['г', 'г', 'г', 'г']","[720.0, 50.0, 50.0, 10.0]",https://food.ru/recipes/190289,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zYmo5Q1guanBlZw.jpg
267,Тушеная говядина с томатной пастой и сливками,0,120,2 часа ,Порции,4,188.63,13.4,14.13,2.42,1,1,[ 65 315 446 370 314 390 486],"['г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию']","[500.0, 80.0, 30.0, 100.0, 34.0, 0, 0]",https://food.ru/recipes/190290,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMy80SjM5U3QuanBlZw.jpg
268,Соус с хреном и томатом,0,30,30 минут,Порция,1,79.97,1.8,6.31,3.64,1,1,[474 294 379 438],"['г', 'г', 'г', 'г']","[3.0, 160.0, 50.0, 15.0]",https://food.ru/recipes/190291,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS80NGM1S3AuanBlZw.jpg
269,Поджарка с маринованными томатами,0,30,30 минут,Порция,1,107.01,1.33,9.15,5.28,1,0,[235 252 315 390 314 363],"['г', 'г', 'г', 'г', 'г', 'г']","[120.0, 90.0, 80.0, 1.0, 34.0, 50.0]",https://food.ru/recipes/190292,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9DakFjNmsuanBlZw.jpg
270,Томатные сэндвичи в мультипекаре к завтраку,0,20,20 минут,Порции,2,172.65,4.92,6.52,23.4,1,0,[371 458 379 135  31],"['г', 'г', 'г', 'г', 'г']","[60.0, 2.0, 50.0, 16.0, 100.0]",https://food.ru/recipes/190293,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zYW54QlMuanBlZw.jpg
271,Овощной салат с маринованными огурчиками,0,50,50 минут,Порции,2,17.8,0.4,0.77,2.12,1,0,[234  47 488 132 390 379  62 252],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 120.0, 5.0, 120.0, 1.0, 75.0, 1500.0, 45.0]",https://food.ru/recipes/190294,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS8zU2kzbVQuanBlZw.jpg
272,Салат с маринованными помидорами и колбасным сыром,0,20,20 минут,Порция,1,97.4,4.55,7.24,3.21,1,0,[235 126 151 379 390],"['г', 'г', 'г', 'г', 'г']","[120.0, 100.0, 50.0, 75.0, 1.0]",https://food.ru/recipes/190295,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS80TTJNNDYuanBlZw.jpg
273,"Тыквенная каша из риса, молока и меда",1,50,50 минут,Порций,6,143.56,3.08,2.31,29.03,1,0,[322 243 337 372 455 239],"['г', 'г', 'г', 'г', 'г', 'по желанию']","[300.0, 300.0, 50.0, 20.0, 500.0, 0]",https://food.ru/recipes/190296,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVGJZVFMuanBlZw.jpg
274,Десерт «Клубничная роза»,0,20,20 минут,Порции,2,191.03,5.83,4.29,31.51,1,0,[ 33 510 390  62 253 145 181],"['г', 'г', 'по вкусу', 'г', 'г', 'г', 'по желанию']","[80.0, 60.0, 0, 72.0, 40.0, 40.0, 0]",https://food.ru/recipes/190297,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zY05nZDcuanBlZw.jpg
275,Котлеты из говяжьего фарша с петрушкой в духовке,0,50,50 минут,Порции,2,208.21,13.78,15.42,2.64,1,0,[ 67 315 488 271 285 390 399],"['г', 'г', 'г', 'по вкусу', 'г', 'по вкусу', 'по вкусу']","[400.0, 80.0, 10.0, 0, 30.0, 0, 0]",https://food.ru/recipes/190298,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9RM2JKcGIuanBlZw.jpg
276,Завтрак «Сытый папа» за 10 минут,0,10,10 минут,Порции,2,278.82,9.25,25.88,1.12,1,0,[392 510 294 291],"['г', 'г', 'г', 'г']","[240.0, 120.0, 80.0, 51.0]",https://food.ru/recipes/190299,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9SWGRYMjkuanBlZw.jpg
277,Рис с овощами на сковороде,0,40,40 минут,Порции,3,95.45,1.81,2.16,16.61,1,0,[324 363 252 315 390 294  62 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[150.0, 50.0, 90.0, 80.0, 5.0, 160.0, 300.0, 17.0]",https://food.ru/recipes/190300,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9FRHpxUHIuanBlZw.jpg
278,Домашнее желе из замороженной вишни,0,510,8 часов 30 минут,Порции,2,51.17,3.0,0.22,9.25,1,0,[ 92 453 298  62],"['г', 'г', 'г', 'г']","[200.0, 25.0, 15.0, 250.0]",https://food.ru/recipes/190301,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVEN2dlMuanBlZw.jpg
279,Яблочные вафли с рисовой мукой,1,20,20 минут,Порции,2,128.23,3.79,1.7,24.09,1,0,[502 327 138 383 510],"['г', 'г', 'г', 'г', 'г']","[250.0, 130.0, 100.0, 1.0, 60.0]",https://food.ru/recipes/190302,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS80UmRlRzkuanBlZw.jpg
280,Тефтельки из куриного фарша в сливочно-грибном соусе,0,60,1 час ,Порции,2,125.89,9.49,8.05,3.66,1,0,[202 367 210 315 488 271 390 399],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[450.0, 200.0, 200.0, 80.0, 40.0, 0, 0, 0]",https://food.ru/recipes/190303,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80OTNTc1UuanBlZw.jpg
281,Салат «Морская прелесть» с креветками,0,20,20 минут,Порции,2,75.98,8.4,3.26,4.07,1,1,[166 278 296  88 438 136  86],"['г', 'по желанию', 'г', 'г', 'г', 'г', 'г']","[150.0, 0, 100.0, 17.0, 15.0, 10.0, 100.0]",https://food.ru/recipes/190304,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS84dVVjZ0IuanBlZw.jpg
282,"Слойки-пиццы с томатом, колбасой и сыром",0,20,20 минут,Порции,4,271.29,9.46,18.32,22.81,1,0,[376 294 150 427],"['г', 'г', 'г', 'г']","[250.0, 80.0, 70.0, 70.0]",https://food.ru/recipes/190305,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zelhDeDYuanBlZw.jpg
283,"Перловка с луком, морковкой и петрушкой",0,30,30 минут,Порции,2,214.77,6.69,0.72,48.6,1,0,[281 315 488 285 390 399 271],"['г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[200.0, 80.0, 40.0, 30.0, 0, 0, 0]",https://food.ru/recipes/190306,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9adGFzSmUuanBlZw.jpg
284,Омлет с начинкой из ветчины и сыра,1,35,35 минут,Порция,1,175.99,10.88,12.61,7.84,1,0,[510 245 308 390  53 427 458 294],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[180.0, 100.0, 60.0, 1.0, 200.0, 80.0, 3.0, 160.0]",https://food.ru/recipes/190307,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9VTkp1dE4uanBlZw.jpg
285,Пшенная каша с тыквой «Солнечная»,1,50,50 минут,Порций,6,181.87,4.52,8.46,23.07,1,0,[310 455 243 372],"['г', 'г', 'г', 'г']","[170.0, 200.0, 200.0, 50.0]",https://food.ru/recipes/190308,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS9rbW9ySFouanBlZw.jpg
286,Блины с начинкой из грибов и мяса индейки,1,80,1 час 20 минут,Порций,8,130.64,5.57,4.81,15.88,1,0,[243 510 383 390 337 314  63 308 494 465 315 252 399 340 379],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по желанию', 'по желанию']","[1000.0, 120.0, 2.5, 10.0, 10.0, 34.0, 200.0, 500.0, 300.0, 300.0, 80.0, 90.0, 0, 0, 0]",https://food.ru/recipes/190310,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zNWY2ZUouanBlZw.jpg
287,Салат «Яркое лето» с моцареллой,0,20,20 минут,Порций,5,123.24,4.32,10.52,3.33,1,0,[294 268  34 256 214 271],"['г', 'г', 'г', 'г', 'г', 'г']","[160.0, 200.0, 150.0, 144.0, 36.0, 51.0]",https://food.ru/recipes/190311,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zQUhMMzcuanBlZw.jpg
288,Спагетти в сливочно-грибном соусе на ужин,0,40,40 минут,Порции,2,175.78,4.79,6.08,24.79,1,0,[398 315 488 367 210 390 399],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[200.0, 80.0, 40.0, 200.0, 200.0, 0, 0]",https://food.ru/recipes/190312,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS9YZzROa3MuanBlZw.jpg
289,Паштет из авокадо с творожным сыром,0,7,7 минут,Порций,5,249.25,3.67,22.64,4.93,1,1,[  3 438 390 486],"['г', 'г', 'г', 'г']","[200.0, 140.0, 2.0, 2.0]",https://food.ru/recipes/190313,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9nSzlUa2IuanBlZw.jpg
290,Каша из пшена с яблоками и виноградом,1,30,30 минут,Порция,1,93.32,1.84,3.26,14.41,1,0,[310 104 502 243 337 372 390  62],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[60.0, 48.0, 250.0, 200.0, 25.0, 20.0, 1.0, 150.0]",https://food.ru/recipes/190314,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zOGZIaG8uanBlZw.jpg
291,Десерт «А-ля картошка»,0,15,15 минут,Порция,1,419.17,6.46,15.78,62.65,1,0,[ 50  75 124 147 372 288],"['г', 'по желанию', 'по вкусу', 'по вкусу', 'г', 'г']","[60.0, 0, 0, 0, 20.0, 150.0]",https://food.ru/recipes/190315,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS9iTkVYVUUuanBlZw.jpg
292,Телятина «По-орловски» со сливками,0,100,1 час 40 минут,Порций,8,164.45,10.89,11.37,7.66,1,0,[341 132  77 427 372 308 364 257],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[700.0, 480.0, 300.0, 150.0, 50.0, 50.0, 150.0, 1.0]",https://food.ru/recipes/190316,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIyMTIyMS9NNXVjbzYuanBlZw.jpg
293,Шашлыки из форели и брокколи со сливочно-креветочным соусом,0,25,25 минут,Порция,1,85.64,9.35,4.12,3.09,1,1,[469  91 122 364 390 377 183 285 308],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 150.0, 150.0, 50.0, 2.0, 1.0, 30.0, 10.0, 4.0]",https://food.ru/recipes/190317,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zZ0t5cjguanBlZw.jpg
294,Зеленая чечевица с сыром,0,60,1 час ,Порции,2,80.83,4.98,5.36,7.03,1,0,[100 449 294 427 291  62 390 399],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[80.0, 30.0, 80.0, 60.0, 17.0, 500.0, 0, 0]",https://food.ru/recipes/190318,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zNW5xdmkuanBlZw.jpg
295,Овсянка с фаршем и томатами,1,40,40 минут,Порция,1,131.73,5.88,9.23,5.92,1,0,[372 352 294 390 265  62],"['г', 'г', 'г', 'г', 'г', 'г']","[20.0, 150.0, 80.0, 5.0, 50.0, 250.0]",https://food.ru/recipes/190319,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9TdGRKakMuanBlZw.jpg
296,"Салат с курицей, оливками и красным луком",0,30,30 минут,Порции,2,95.48,11.38,2.93,6.08,1,0,[195 132 510 180 269 506],"['г', 'г', 'г', 'г', 'г', 'г']","[200.0, 120.0, 60.0, 75.0, 40.0, 20.0]",https://food.ru/recipes/190320,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMy8zOEhVZWEuanBlZw.jpg
297,"Тост с творожным сыром, авокадо и слабосоленой горбушей",0,10,10 минут,Порция,1,220.04,7.83,14.87,12.4,1,0,[359 452 438   2 458],"['г', 'г', 'г', 'г', 'г']","[50.0, 40.0, 30.0, 100.0, 10.0]",https://food.ru/recipes/190321,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zMllnWVMuanBlZw.jpg
298,Яичница в овощной рубашке на завтрак,1,15,15 минут,Порции,2,89.77,6.45,5.71,2.51,1,0,[510 494 297 213 390 237 373],"['г', 'г', 'г', 'по вкусу', 'по вкусу', 'г', 'по вкусу']","[120.0, 96.0, 60.0, 0, 0, 25.0, 0]",https://food.ru/recipes/190322,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS80RFdqNXguanBlZw.jpg
299,Домашний борщ с чечевицей без картофеля,0,50,50 минут,Порции,3,28.66,3.62,0.57,2.3,1,0,[ 62 195 252 342 446 230 315 492],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[2000.0, 400.0, 90.0, 130.0, 50.0, 200.0, 80.0, 100.0]",https://food.ru/recipes/190323,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zR3JVS3AuanBlZw.jpg
300,"Боул из киноа с форелью, перепелиными яйцами и овощами",0,30,30 минут,Порция,1,90.3,4.79,2.73,11.25,1,0,[141 469 279 390 271  62 296 268  34 285],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[100.0, 50.0, 18.0, 1.0, 2.5, 200.0, 100.0, 50.0, 75.0, 10.0]",https://food.ru/recipes/190324,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zNHNMZFMuanBlZw.jpg
301,Бисквитный рулет с яблоками и корицей,0,40,40 минут,Порции,3,111.19,2.89,2.33,19.45,1,0,[502 510 337 308 311 165 338 453  42 372],"['г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию', 'по вкусу', 'г', 'г']","[1250.0, 240.0, 120.0, 150.0, 5.0, 0, 0, 0, 2.0, 10.0]",https://food.ru/recipes/190325,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zWDk4UnUuanBlZw.jpg
302,Порционный слоеный салат на ужин,0,40,40 минут,Порции,2,91.15,8.07,3.69,6.36,1,0,[195 294 510 269 315 132],"['г', 'г', 'г', 'г', 'г', 'г']","[100.0, 80.0, 120.0, 40.0, 80.0, 120.0]",https://food.ru/recipes/190326,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS85d2VtWnouanBlZw.jpg
303,Брускетта с шампиньонами в сметане,1,20,20 минут,Порция,1,198.83,3.54,16.1,10.55,1,0,[494 379 314  31 390 458 105 179],"['г', 'г', 'г', 'г', 'по вкусу', 'г', 'г', 'по желанию']","[128.0, 50.0, 34.0, 50.0, 0, 8.0, 20.0, 0]",https://food.ru/recipes/190327,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zaDVqalQuanBlZw.jpg
304,Овсяноблин с зеленым луком и сыром,1,30,30 минут,Порция,1,253.2,11.69,20.58,10.88,1,0,[427 510 267 243 105 372 390],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[60.0, 120.0, 42.0, 80.0, 5.0, 40.0, 0]",https://food.ru/recipes/190328,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9lbUxjUUouanBlZw.jpg
305,Манка с манго и сгущенкой,1,30,30 минут,Порция,1,88.77,2.1,0.7,17.73,1,0,[353 228 337 226  62],"['г', 'г', 'г', 'г', 'г']","[30.0, 80.0, 10.0, 100.0, 300.0]",https://food.ru/recipes/190329,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMS91Um51M0EuanBlZw.jpg
306,Салат с плавленым сыром и картофелем,0,45,45 минут,Порции,2,92.7,5.31,3.53,10.1,1,0,[289 510 268 132],"['г', 'г', 'г', 'г']","[36.0, 60.0, 100.0, 120.0]",https://food.ru/recipes/190330,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS91bUxBdGEuanBlZw.jpg
